FID,the_geom,AREA,PERIMETER,KEN2_,SUID,PHAQ,PHKC
ken_soil_ph.1,"MULTIPOLYGON (((34.848128920698024 4.968315787837196, 35.15090648485118 5.22206851274221, 35.17131514511891 5.246098010706899, 35.20120826740247 5.285099772423108, 35.23836298435496 5.332660647458911, 35.26303306271868 5.367037609291093, 35.28883799523587 5.379907322686558, 35.3255212443348 5.383732385891369, 35.36961572639446 5.381216062616423, 35.586091614968296 5.3809334037533185, 35.60393357229984 5.363710538932054, 35.62816122632829 5.35067634058556, 35.64752724138213 5.341931304328615, 35.66814667938341 5.34672237161553, 35.686256703286446 5.3498825643501915, 35.711049329020206 5.349898806444461, 35.742621587629706 5.337385396740303, 35.76544401352039 5.327298700794419, 35.78363953423188 5.321287661112128, 35.80891742636962 5.319016302031029, 35.83127299888853 5.309845112737951, 35.84743396223087 5.299918442834182, 35.819109577187966 5.283612279300895, 35.806099273225456 5.275234612217684, 35.79196903429127 5.263644269317513, 35.777853057763565 5.250680942944945, 35.763683344431044 5.2438960052572225, 35.74745944254464 5.235266562419381, 35.72803551682212 5.225680860086856, 35.70861336421574 5.215869112466871, 35.68621925267327 5.204659530392749, 35.66772859727455 5.193714157393375, 35.65380670658245 5.185330881386253, 35.63506852028355 5.176208404347848, 35.61977923908793 5.16643576645089, 35.6111611159705 5.155362002664461, 35.598197142731905 5.142639411756375, 35.586385298654335 5.12946244724188, 35.577987034235115 5.119762881303996, 35.57325269702083 5.1105526099596394, 35.566011611438554 5.099260811376927, 35.559902892202466 5.090034281496166, 35.54806824849171 5.07961213943252, 35.53026504689391 5.069365706273792, 35.50788267824205 5.057920461185749, 35.48548894293812 5.048308119087434, 35.46513559619753 5.041000274783288, 35.453216120040736 5.040194796670148, 35.436895465674716 5.04323890281083, 35.42313295428792 5.043099993093125, 35.41013589661815 5.034729815608593, 35.39578608184212 5.023589037310761, 35.38328492202461 5.011555571500101, 35.37100009289398 5.000670131729989, 35.3630367411676 4.993718450947544, 35.35142200170652 4.984904533173888, 35.331332237815026 4.974851573516304, 35.30573269749859 4.965435716178769, 35.29318932588026 4.957979819025376, 35.27812482021114 4.950274957487985, 35.26353325844335 4.941191336708847, 35.25488646608508 4.934010134815788, 35.251489806143546 4.9293955565842165, 35.26391513545353 4.924942384248271, 35.28247838063774 4.926500116647796, 35.295046017725994 4.931211098162197, 35.306469086303935 4.935906567547981, 35.32222009046786 4.943849351409594, 35.33431311706292 4.950616029632469, 35.351414489351924 4.9613200413435, 35.362616024475955 4.965553482456689, 35.37562642006721 4.972325057101567, 35.39138832837327 4.980908580325914, 35.39024530471807 4.978879659506649, 35.380074749205214 4.9625253831071205, 35.37472518964393 4.946206771878806, 35.36911000323541 4.933561837524709, 35.36442727238991 4.919089137429344, 35.361136524998344 4.903251677915349, 35.350929127637784 4.890789714825873, 35.33813190247774 4.886078808183946, 35.32290050942244 4.871729526081506, 35.30287036218081 4.855503151422876, 35.2838567106841 4.8534754628123, 35.26575710568052 4.851921861116072, 35.25223121583868 4.851557912079049, 35.236483701236075 4.843615737135192, 35.22441662362107 4.834565526816038, 35.21475644450523 4.837445624481907, 35.20619359790856 4.846055313385064, 35.20208831142297 4.8482801438527625, 35.20848012852554 4.870569702413822, 35.215476274914515 4.882553074526659, 35.21417441369191 4.898795919365056, 35.209242120404234 4.9106485730645, 35.20159340441164 4.919271655213394, 35.19010865276468 4.921210101321563, 35.182539544970496 4.921590978053637, 35.166951675353 4.92074298232313, 35.14085304815717 4.9165839725256175, 35.12161526652334 4.914089019918846, 35.127357924602016 4.936355888263585, 35.1341972899517 4.94054825616393, 35.1497153526947 4.9482666526039205, 35.16070336124017 4.950208228074855, 35.171469895152555 4.951462300662383, 35.17348568226515 4.956520324136097, 35.162662974718494 4.960989226759957, 35.15003185759445 4.96314533649277, 35.13718636336594 4.9632417096565815, 35.13465313374534 4.964589945170059, 35.1233897536045 4.96722284065804, 35.11761168094842 4.9717383500876124, 35.1111552799068 4.975329002033536, 35.10722970993442 4.978040883287722, 35.09757900369715 4.980222264983593, 35.09047019395671 4.98015292149994, 35.07462251168009 5.006081546763206, 35.067563351076615 5.02385707766926, 35.060970184454604 5.041418426000624, 35.05828384825351 5.057640286130612, 35.06234890464538 5.063866079758767, 35.073224442052485 5.05413863570893, 35.07220854395912 5.064196873099982, 35.06352831089233 5.0835595640463005, 35.05559084193403 5.097438380391436, 35.04768568764844 5.108112767294037, 35.038912460559324 5.11419626677289, 35.02863886955147 5.109276663001782, 35.01770779185283 5.101834740070078, 35.00817874329604 5.091432092877168, 35.00048409388171 5.081284626032473, 34.99484393008091 5.072296250953325, 34.98965663526872 5.0635454203444095, 34.98355881194882 5.054545321837057, 34.9783716941349 5.045794630191182, 34.96589307916949 5.032847165611173, 34.958461384822066 5.019488934294523, 34.94699534052458 4.996710813487968, 34.93885202591146 4.985866547672085, 34.92295920874393 4.970362746568424, 34.91321010439897 4.967179759069992, 34.90193795806852 4.96349990946622, 34.884981508081815 4.962627190077744, 34.87261191975288 4.961575242983585, 34.848128920698024 4.968315787837196), (35.23775423038179 5.021973422299665, 35.232115230026984 5.012533610168298, 35.22941433053161 5.007010920508831, 35.2269558766556 5.000343094847417, 35.22472410367252 4.994137029523457, 35.22458473220256 4.9847471269239705, 35.226102525370884 4.969886741608101, 35.231268279216174 4.9573492804898125, 35.23822237965819 4.949633789040768, 35.24810529673973 4.947676657450857, 35.260679842585574 4.9516932671074825, 35.26588933996574 4.958620429858442, 35.26926555627827 4.96505874842265, 35.267954804479665 4.98222339651736, 35.26578310845706 4.993650039968744, 35.262887875601756 5.008494235145484, 35.26529232789745 5.020660200853187, 35.27415192271481 5.029676184692681, 35.285502260006254 5.042155397409528, 35.29273858625882 5.052995053321356, 35.291281975204036 5.0609951280525625, 35.28318812777956 5.068009001144453, 35.27331860202497 5.068358405920682, 35.26374521747793 5.0623082505256995, 35.256697377244286 5.055830306134378, 35.25037918721908 5.044770264543099, 35.24587037952791 5.03670909901089, 35.24318164109388 5.030274533989954, 35.23775423038179 5.021973422299665)))",0.220366,3.405044,2,104,8,6.9
ken_soil_ph.2,"MULTIPOLYGON (((35.435478784861395 5.010623477551158, 35.432592966316015 5.012964569786976, 35.42449424218981 5.02044224465223, 35.418273899915924 5.023126106454488, 35.413288630114124 5.016669415163889, 35.40785584862699 5.008828731349076, 35.39881842394442 4.994078581228772, 35.39138832837327 4.980908580325914, 35.37562642006721 4.972325057101567, 35.362616024475955 4.965553482456689, 35.351414489351924 4.9613200413435, 35.33431311706292 4.950616029632469, 35.32222009046786 4.943849351409594, 35.306469086303935 4.935906567547981, 35.295046017725994 4.931211098162197, 35.28247838063774 4.926500116647796, 35.26391513545353 4.924942384248271, 35.251489806143546 4.9293955565842165, 35.25488646608508 4.934010134815788, 35.26353325844335 4.941191336708847, 35.27812482021114 4.950274957487985, 35.29318932588026 4.957979819025376, 35.30573269749859 4.965435716178769, 35.331332237815026 4.974851573516304, 35.35142200170652 4.984904533173888, 35.3630367411676 4.993718450947544, 35.37100009289398 5.000670131729989, 35.38328492202461 5.011555571500101, 35.39578608184212 5.023589037310761, 35.41013589661815 5.034729815608593, 35.42313295428792 5.043099993093125, 35.436895465674716 5.04323890281083, 35.453216120040736 5.040194796670148, 35.46513559619753 5.041000274783288, 35.48548894293812 5.048308119087434, 35.50788267824205 5.057920461185749, 35.53026504689391 5.069365706273792, 35.54806824849171 5.07961213943252, 35.559902892202466 5.090034281496166, 35.566011611438554 5.099260811376927, 35.57325269702083 5.1105526099596394, 35.577987034235115 5.119762881303996, 35.586385298654335 5.12946244724188, 35.598197142731905 5.142639411756375, 35.6111611159705 5.155362002664461, 35.61977923908793 5.16643576645089, 35.63506852028355 5.176208404347848, 35.65380670658245 5.185330881386253, 35.66772859727455 5.193714157393375, 35.68621925267327 5.204659530392749, 35.70861336421574 5.215869112466871, 35.72803551682212 5.225680860086856, 35.74745944254464 5.235266562419381, 35.763683344431044 5.2438960052572225, 35.777853057763565 5.250680942944945, 35.79196903429127 5.263644269317513, 35.806099273225456 5.275234612217684, 35.819109577187966 5.283612279300895, 35.84743396223087 5.299918442834182, 35.845126290782886 5.275614798917965, 35.84226687617595 5.262067672802687, 35.83481923725113 5.247566877853753, 35.82646262927643 5.232140155522339, 35.823371358102285 5.218357242980808, 35.826936343312184 5.205104841151345, 35.83551240704649 5.195572277516477, 35.84661621308234 5.1862779106709525, 35.85587428317466 5.177895437234551, 35.85617913768494 5.169188261842733, 35.845049160376945 5.156259745880339, 35.830005246284166 5.143971289709773, 35.81615420901479 5.127117790786116, 35.80852049101879 5.108028017624753, 35.80590038620714 5.0928838701666965, 35.804204447958064 5.076831982788993, 35.80203378000714 5.062837421577185, 35.79531575497056 5.043987577317724, 35.7848997982365 5.028082592214669, 35.77861145510271 5.012451057935863, 35.77436697158055 4.999349987638328, 35.770100329010106 4.98876914809209, 35.76537555571464 4.978186113088578, 35.765823659422665 4.976995939579133, 35.74620856561111 4.965869915501753, 35.73350931073533 4.948563340153081, 35.72418493056184 4.939547658091319, 35.71734772204986 4.931167571568796, 35.71308920172001 4.94837185784328, 35.71089670043759 4.962786146633826, 35.70888823886323 4.982232471073481, 35.705579512904755 4.993199560204665, 35.7012480311683 5.0153708344439805, 35.69692538337089 5.037090296015853, 35.68698240201292 5.045475993493572, 35.67050543968569 5.04004453565707, 35.65108614621979 5.030921616298612, 35.64170228291285 5.02785655376769, 35.62566613541095 5.024946661862493, 35.616466940058345 5.027608489802886, 35.60305797365347 5.038241211802541, 35.58497547527577 5.0337119520048486, 35.564412055203746 5.024120757039211, 35.550415190154645 5.023983582510124, 35.53547096515716 5.027272870812331, 35.515484465316575 5.030281864564655, 35.49850533083414 5.030344245013957, 35.47882070731188 5.0253344587417175, 35.46438112978093 5.023820409482753, 35.446544206683825 5.017456414824393, 35.435478784861395 5.010623477551158)))",0.05905,1.76765,3,148,9.1,8.1
ken_soil_ph.3,"MULTIPOLYGON (((35.84743396223087 5.299918442834182, 35.86552907338931 5.279241376837095, 35.87068350560991 5.267839363514166, 35.86764092246392 5.2487984572086255, 35.85469123207274 5.2333215180024, 35.84627555428066 5.224308591606134, 35.84455392299082 5.21168874069658, 35.857290657038405 5.199439336582532, 35.87004538781146 5.184668969632312, 35.872117333785845 5.158344981488505, 35.871458293156444 5.128140910514739, 35.86547257627326 5.130794655844977, 35.85590927548104 5.1222286334721305, 35.84820093862431 5.1113861884204255, 35.83935087499416 5.099616741150444, 35.835997972781705 5.089509525723279, 35.84003712630499 5.073738310041258, 35.84616782008751 5.055465725053242, 35.852479371075745 5.042234656518797, 35.85580672903257 5.029214806805012, 35.857583092763655 5.009755211988131, 35.856533350509785 4.998520965664196, 35.853030253116756 4.979243823390223, 35.85245179671554 4.966638736817217, 35.867148558506685 4.93153016332477, 35.86471106157796 4.928952989251248, 35.85452030523562 4.939853942228984, 35.84917385266599 4.947362812818107, 35.845082661345934 4.942970929358755, 35.84332335825394 4.934253916877778, 35.845706222326825 4.923966639273547, 35.85291249760706 4.91349432784017, 35.85620469793048 4.903897734304252, 35.859748532599816 4.892477376492545, 35.856838535476996 4.883971776198537, 35.84321967513062 4.893013891944798, 35.837827765576634 4.906250055017957, 35.83427396270775 4.91904309326547, 35.82933764969872 4.932741825490176, 35.822534841225334 4.9498642209938195, 35.81695607936717 4.958057984096836, 35.80730255398592 4.959800013046723, 35.80722582687904 4.942392025814151, 35.81123863011936 4.92960175597058, 35.81315217562848 4.920225043953848, 35.80813846272362 4.91651532096866, 35.79613086013843 4.925337517158129, 35.78612582918447 4.941043372181789, 35.77635688551399 4.955846591048119, 35.76913364570245 4.96815064398823, 35.765823659422665 4.976995939579133, 35.76537555571464 4.978186113088578, 35.770100329010106 4.98876914809209, 35.77436697158055 4.999349987638328, 35.77861145510271 5.012451057935863, 35.7848997982365 5.028082592214669, 35.79531575497056 5.043987577317724, 35.80203378000714 5.062837421577185, 35.804204447958064 5.076831982788993, 35.80590038620714 5.0928838701666965, 35.80852049101879 5.108028017624753, 35.81615420901479 5.127117790786116, 35.830005246284166 5.143971289709773, 35.845049160376945 5.156259745880339, 35.85617913768494 5.169188261842733, 35.85587428317466 5.177895437234551, 35.84661621308234 5.1862779106709525, 35.83551240704649 5.195572277516477, 35.826936343312184 5.205104841151345, 35.823371358102285 5.218357242980808, 35.82646262927643 5.232140155522339, 35.83481923725113 5.247566877853753, 35.84226687617595 5.262067672802687, 35.845126290782886 5.275614798917965, 35.84743396223087 5.299918442834182)))",0.016689,1.103199,4,79,7.9,7.2
ken_soil_ph.4,"MULTIPOLYGON (((35.871458293156444 5.128140910514739, 35.867148558506685 4.93153016332477, 35.85245179671554 4.966638736817217, 35.853030253116756 4.979243823390223, 35.856533350509785 4.998520965664196, 35.857583092763655 5.009755211988131, 35.85580672903257 5.029214806805012, 35.852479371075745 5.042234656518797, 35.84616782008751 5.055465725053242, 35.84003712630499 5.073738310041258, 35.835997972781705 5.089509525723279, 35.83935087499416 5.099616741150444, 35.84820093862431 5.1113861884204255, 35.85590927548104 5.1222286334721305, 35.86547257627326 5.130794655844977, 35.871458293156444 5.128140910514739)))",0.003518,0.419469,5,151,0,0
ken_soil_ph.5,"MULTIPOLYGON (((34.91321010439897 4.967179759069992, 34.92295920874393 4.970362746568424, 34.93885202591146 4.985866547672085, 34.94699534052458 4.996710813487968, 34.958461384822066 5.019488934294523, 34.96589307916949 5.032847165611173, 34.9783716941349 5.045794630191182, 34.98355881194882 5.054545321837057, 34.98965663526872 5.0635454203444095, 34.99484393008091 5.072296250953325, 35.00048409388171 5.081284626032473, 35.00817874329604 5.091432092877168, 35.01770779185283 5.101834740070078, 35.02863886955147 5.109276663001782, 35.038912460559324 5.11419626677289, 35.04768568764844 5.108112767294037, 35.05559084193403 5.097438380391436, 35.06352831089233 5.0835595640463005, 35.07220854395912 5.064196873099982, 35.073224442052485 5.05413863570893, 35.06234890464538 5.063866079758767, 35.05828384825351 5.057640286130612, 35.060970184454604 5.041418426000624, 35.067563351076615 5.02385707766926, 35.07462251168009 5.006081546763206, 35.09047019395671 4.98015292149994, 35.069712484358725 4.969170369708478, 35.05464569663832 4.962373798861849, 35.035931418571046 4.95347925558327, 35.01901329702463 4.948494535315754, 34.99584150937387 4.950078479385828, 34.97332312169901 4.955104140768804, 34.951026332680605 4.960816016737015, 34.929666772172766 4.9647095976351245, 34.91321010439897 4.967179759069992)))",0.015205,0.56213,6,79,7.9,7.2
ken_soil_ph.6,"MULTIPOLYGON (((35.23775423038179 5.021973422299665, 35.24318164109388 5.030274533989954, 35.24587037952791 5.03670909901089, 35.25037918721908 5.044770264543099, 35.256697377244286 5.055830306134378, 35.26374521747793 5.0623082505256995, 35.27331860202497 5.068358405920682, 35.28318812777956 5.068009001144453, 35.291281975204036 5.0609951280525625, 35.29273858625882 5.052995053321356, 35.285502260006254 5.042155397409528, 35.27415192271481 5.029676184692681, 35.26529232789745 5.020660200853187, 35.262887875601756 5.008494235145484, 35.26578310845706 4.993650039968744, 35.267954804479665 4.98222339651736, 35.26926555627827 4.96505874842265, 35.26588933996574 4.958620429858442, 35.260679842585574 4.9516932671074825, 35.24810529673973 4.947676657450857, 35.23822237965819 4.949633789040768, 35.231268279216174 4.9573492804898125, 35.226102525370884 4.969886741608101, 35.22458473220256 4.9847471269239705, 35.22472410367252 4.994137029523457, 35.2269558766556 5.000343094847417, 35.22941433053161 5.007010920508831, 35.232115230026984 5.012533610168298, 35.23775423038179 5.021973422299665)))",0.004159,0.305728,7,136,7.7,6.9
ken_soil_ph.7,"MULTIPOLYGON (((35.435478784861395 5.010623477551158, 35.446544206683825 5.017456414824393, 35.46438112978093 5.023820409482753, 35.47882070731188 5.0253344587417175, 35.49850533083414 5.030344245013957, 35.515484465316575 5.030281864564655, 35.53547096515716 5.027272870812331, 35.550415190154645 5.023983582510124, 35.564412055203746 5.024120757039211, 35.58497547527577 5.0337119520048486, 35.60305797365347 5.038241211802541, 35.616466940058345 5.027608489802886, 35.62566613541095 5.024946661862493, 35.64170228291285 5.02785655376769, 35.65108614621979 5.030921616298612, 35.67050543968569 5.04004453565707, 35.68698240201292 5.045475993493572, 35.69692538337089 5.037090296015853, 35.7012480311683 5.0153708344439805, 35.705579512904755 4.993199560204665, 35.70888823886323 4.982232471073481, 35.71089670043759 4.962786146633826, 35.71308920172001 4.94837185784328, 35.71734772204986 4.931167571568796, 35.714194929977594 4.927313069029911, 35.71128058383443 4.919494404912816, 35.70814394810119 4.9109881916868305, 35.70391493909191 4.896289274259671, 35.71018548845284 4.88787460592147, 35.72609503725186 4.878856526840626, 35.74284599813544 4.8785586857481205, 35.75735322659083 4.872513550229649, 35.76383875488408 4.865471859041447, 35.76874335889145 4.855667303361161, 35.77113072101665 4.845155026514518, 35.76758868886213 4.829998433170432, 35.76309247428744 4.8194171947783495, 35.76496073980556 4.807854586287071, 35.759083686408154 4.8054057473952865, 35.755943974069496 4.79736036392345, 35.751876714021854 4.790222945904619, 35.74527965354373 4.783751005100545, 35.73819049779695 4.780935087166356, 35.72308697046896 4.776671712459888, 35.71029122609714 4.771055268587269, 35.70025835598122 4.763853237409509, 35.70078569750415 4.75630449796728, 35.70836926579597 4.754769138035642, 35.7188781027622 4.759453144623842, 35.732601395489795 4.764161419740469, 35.745010183848144 4.76175432655853, 35.75536693526539 4.757955201715087, 35.75751954323084 4.747667584234291, 35.76155003575105 4.73258307524321, 35.76394511817903 4.720697574264001, 35.763846877353316 4.705123887327085, 35.76486001808735 4.6941351894606465, 35.76493641321562 4.685427530731509, 35.7672944418128 4.6778957035497255, 35.758053381437605 4.658567148969441, 35.75169945232192 4.650489297072948, 35.746694687483576 4.645859311334043, 35.7387612980092 4.634793338055564, 35.72509650867144 4.623448018715775, 35.721767535118694 4.610127233098773, 35.723715573934776 4.597092785573583, 35.734827481217714 4.584822908409985, 35.749740456913976 4.584267721768417, 35.771160171113614 4.600751344185638, 35.7641516862448 4.576302688945277, 35.76117617954375 4.495794343242429, 35.75079156124003 4.443283662264495, 35.70791383379963 4.40511042196328, 35.69819384110784 4.3833617613902325, 35.71572082273471 4.325556781967023, 35.68994466975761 4.28565572580125, 35.687408007999124 4.26574593183924, 35.712900737316964 4.223347256673133, 35.721305897506156 4.1817773616586456, 35.72346332328229 4.1329453640908635, 35.718491020586875 4.075945263372212, 35.70971116314456 4.046968127176033, 35.69813359348366 4.033353725148953, 35.683797427667685 4.026963325683868, 35.65947714247086 4.0331952576696946, 35.65121308956675 4.057584449856551, 35.647951908454004 4.13263792235754, 35.6474525115476 4.199555640244826, 35.593440072607564 4.325024586935931, 35.559336349716745 4.430681786802475, 35.56457899956185 4.450593401695716, 35.590803348256955 4.452711559654264, 35.60346897608974 4.4732091727863255, 35.60907085253483 4.488381559934154, 35.618553451756085 4.5054146670827935, 35.63173475743106 4.519276905126855, 35.64239530310922 4.532892708903169, 35.65845051534732 4.559377619944011, 35.663031684118764 4.586676529777019, 35.66838562205879 4.603908204714537, 35.672529931374015 4.6286854129097526, 35.675599537564125 4.64543692675409, 35.679110079564104 4.663563543820754, 35.67988829318239 4.667415051475301, 35.681751569363264 4.676646023234031, 35.682296079630724 4.692907049873618, 35.68057208722228 4.7066372002727075, 35.675403363032736 4.7235211525572085, 35.67302000056643 4.731304649930608, 35.67036863184758 4.745707520697476, 35.666053686830786 4.7672016266324535, 35.661968979064326 4.788235988219212, 35.65283466957326 4.789961616032706, 35.654281843879325 4.815132394488647, 35.65497155340876 4.827112481315317, 35.656845817513904 4.848654515400337, 35.657184960394595 4.8621774133333275, 35.651526104460075 4.879301347336286, 35.636942395120194 4.894275724929752, 35.628561036532496 4.9077091722848065, 35.62767916969098 4.929462627056232, 35.632607791261435 4.942565934520057, 35.63497353570794 4.960217434534284, 35.646321125193495 4.9740762373708165, 35.65422991498128 4.987664735245299, 35.65408161089833 5.003921859692232, 35.64669271192898 5.009122636362213, 35.634730011690635 5.012439102302224, 35.61824984091289 5.0081632063803605, 35.60497746708957 5.003903692184765, 35.59196011704255 4.9973693916281325, 35.585347926556 4.992954666576902, 35.56984157583727 4.982261847249921, 35.561002974490144 4.970493015708246, 35.55535344508725 4.961052928700473, 35.54444612032329 4.949264431288832, 35.53437445485083 4.946872682629324, 35.51941436448256 4.952456527931046, 35.509728161936394 4.957625252591739, 35.500526873710335 4.960285759414688, 35.4770551891072 4.943337026443691, 35.4670669876646 4.932248640039254, 35.456175331843546 4.9193133400253855, 35.446860788846074 4.909601321123325, 35.44235958863749 4.8999421134556105, 35.434203402206094 4.889098616823968, 35.42671943284822 4.879866135131658, 35.42358604763889 4.871586982404419, 35.41681031176308 4.860299573155757, 35.407239894890836 4.8533407377976125, 35.39668225976798 4.85437698871628, 35.389693208992675 4.865987858753588, 35.38702275504664 4.88199209385095, 35.38667825880074 4.894351803861584, 35.39473276728469 4.915958233607122, 35.40377837406029 4.929786632818142, 35.41442640845944 4.943858635477378, 35.42442406382442 4.954261087641885, 35.437617036348925 4.966306307479224, 35.446191734811485 4.981505282553832, 35.44583985302536 4.994552010909713, 35.44068322599982 5.00640769047422, 35.435478784861395 5.010623477551158)))",0.108965,3.177859,8,104,8,6.9
