fid             , centroid_lat         , centroid_lon      , phaq, phkc, area    , county                                                                         , county_iso
ken_soil_ph.587 , 2.204204510194594    , 39.933122649280946,  8.2,  7.2, 0.00655 , Wajir                                                                          , KE-46
ken_soil_ph.591 , 2.202479973681303    , 37.46167524942968 ,  8.3,  7.0, 0.017287, Marsabit                                                                       , KE-25
ken_soil_ph.594 , 2.100032568680882    , 36.146573708062384,  9.0,  6.6, 0.015208, Turkana                                                                        , KE-43
ken_soil_ph.596 , 2.10212143296099     , 36.79943072179995 ,  7.0,  5.8, 0.011392, Samburu                                                                        , KE-37
ken_soil_ph.598 , 2.061423602378268    , 37.06244912147504 ,  7.8,  6.6, 0.024946, Marsabit                                                                       , KE-25
ken_soil_ph.599 , 2.1860991300410646   , 37.25970311835256 ,  7.9,  7.2, 0.015311, Marsabit                                                                       , KE-25
ken_soil_ph.600 , 2.153320801664438    , 36.47032680212639 ,  5.3,  4.0, 0.015604, Turkana                                                                        , KE-43
ken_soil_ph.601 , 2.175220045013304    , 36.9104748476209  ,  7.0,  5.8, 0.007934, Samburu                                                                        , KE-37
ken_soil_ph.606 , 2.0579002414571588   , 39.6971373213199  ,  8.3,  7.2, 0.015425, Wajir                                                                          , KE-46
ken_soil_ph.607 , 2.1739060944216275   , 37.34993805298685 ,  8.3,  7.0, 0.007543, Marsabit                                                                       , KE-25
ken_soil_ph.608 , 2.2063590031120555   , 35.387812124855735,  8.4,  6.7, 0.000847, West Pokot                                                                     , KE-47
ken_soil_ph.612 , 2.0771732611757483   , 37.16314120082959 ,  8.3,  7.0, 0.02292 , Marsabit                                                                       , KE-25
ken_soil_ph.613 , 2.1361439374205595   , 36.84964590876115 ,  5.3,  4.3, 0.004452, Samburu                                                                        , KE-37
ken_soil_ph.614 , 2.1369183002131886   , 36.577594385150356,  5.3,  4.0, 0.004075, Turkana                                                                        , KE-43
ken_soil_ph.615 , 2.128971007253223    , 37.28944349496078 ,  7.8,  6.6, 0.002825, Marsabit                                                                       , KE-25
ken_soil_ph.616 , 2.132203304314413    , 36.99755799000909 ,  7.0,  5.8, 0.001213, Samburu                                                                        , KE-37
ken_soil_ph.617 , 2.136637895611462    , 37.411597388238846,  7.9,  7.2, 0.00327 , Marsabit                                                                       , KE-25
ken_soil_ph.619 , 2.091201232505696    , 38.30676608764218 ,  9.2,  8.2, 0.008492, Marsabit                                                                       , KE-25
ken_soil_ph.620 , 2.0868455111890274   , 36.09541622395512 ,  8.0,  6.9, 0.003514, Turkana                                                                        , KE-43
ken_soil_ph.621 , 2.1112959852298148   , 36.115350400744646,  9.2,  8.2, 0.001294, Turkana                                                                        , KE-43
ken_soil_ph.622 , 2.1149642888951394   , 36.61331880682284 ,  7.8,  7.0, 0.00289 , Samburu                                                                        , KE-37
ken_soil_ph.623 , 2.1054820214490024   , 35.177695304950205,  5.3,  4.3, 0.002155, West Pokot                                                                     , KE-47
ken_soil_ph.626 , 2.06661426579582     , 37.385561899583344,  8.3,  7.0, 0.008153, Marsabit                                                                       , KE-25
ken_soil_ph.627 , 2.056304081092502    , 37.4376457788912  ,  7.9,  7.2, 0.004337, Marsabit                                                                       , KE-25
ken_soil_ph.628 , 1.8617530394994533   , 36.455920319456624,  6.2,  5.7, 0.026654, Turkana                                                                        , KE-43
ken_soil_ph.629 , 2.015231523769835    , 38.13380644031595 ,  9.2,  8.2, 0.022962, Marsabit                                                                       , KE-25
ken_soil_ph.630 , 1.9805212361490854   , 39.79137630298335 ,  8.2,  7.2, 0.009519, Wajir                                                                          , KE-46
ken_soil_ph.631 , 2.00813765012261     , 36.2576889960507  ,  8.0,  6.9, 0.013754, Turkana                                                                        , KE-43
ken_soil_ph.632 , 1.9829642164795682   , 35.26809869963432 ,  5.3,  4.3, 0.011128, West Pokot                                                                     , KE-47
ken_soil_ph.633 , 2.006813088497926    , 35.964012330040525,  9.2,  8.2, 0.012575, Turkana                                                                        , KE-43
ken_soil_ph.634 , 2.0224316668572504   , 37.8356397564991  ,  8.8,  7.6, 0.018246, Marsabit                                                                       , KE-25
ken_soil_ph.635 , 2.0214573760959142   , 36.19278354388074 ,  9.2,  8.2, 0.004534, Turkana                                                                        , KE-43
ken_soil_ph.636 , 1.8587513212484987   , 38.445057845787275,  7.8,  6.9, 0.061537, Marsabit                                                                       , KE-25
ken_soil_ph.637 , 2.0233259225748847   , 37.49553725773212 ,  7.8,  6.6, 0.007203, Marsabit                                                                       , KE-25
ken_soil_ph.638 , 1.9632328986964      , 37.28657990651204 ,  8.0,  6.9, 0.008228, Marsabit                                                                       , KE-25
ken_soil_ph.643 , 1.9794747278645752   , 37.64325849040623 ,  9.2,  8.2, 0.012153, Marsabit                                                                       , KE-25
ken_soil_ph.645 , 1.8872292063818439   , 40.8138742594454  ,  6.4,  4.8, 0.020744, Wajir                                                                          , KE-46
ken_soil_ph.646 , 1.7720861855328387   , 36.07202574825665 ,  7.7,  6.9, 0.08609 , Turkana                                                                        , KE-43
ken_soil_ph.647 , 1.9889007299917105   , 36.129920602805605,  8.0,  6.9, 0.001661, Turkana                                                                        , KE-43
ken_soil_ph.648 , 1.970814378300042    , 36.213789385723594,  7.7,  6.9, 0.002784, Turkana                                                                        , KE-43
ken_soil_ph.649 , 1.8880657242838252   , 39.1573267910576  ,  9.2,  7.6, 0.015063, Wajir                                                                          , KE-46
ken_soil_ph.650 , 1.9143823261701982   , 37.49300959951858 ,  8.3,  7.0, 0.036781, Marsabit                                                                       , KE-25
ken_soil_ph.651 , 1.9813692892195065   , 40.90374412346436 ,  6.4,  4.8, 0.002992, Wajir                                                                          , KE-46
ken_soil_ph.653 , 1.9858303997345002   , 36.82581622026352 ,  7.8,  6.6, 0.002099, Samburu                                                                        , KE-37
ken_soil_ph.655 , 1.7747130278131653   , 35.46314348609414 ,  8.8,  6.8, 0.01294 , West Pokot                                                                     , KE-47
ken_soil_ph.656 , 1.9164571087937463   , 36.16408386909148 ,  7.7,  6.9, 0.00522 , Turkana                                                                        , KE-43
ken_soil_ph.657 , 1.9610382812454983   , 37.60458400442359 ,  7.8,  6.9, 0.002006, Marsabit                                                                       , KE-25
ken_soil_ph.658 , 1.9107914796087253   , 40.96439717179818 ,  6.4,  4.8, 0.006136, Wajir                                                                          , KE-46
ken_soil_ph.659 , 1.906990808424422    , 35.38289919231887 ,  7.0,  5.8, 0.002632, West Pokot                                                                     , KE-47
ken_soil_ph.661 , 1.923855353145138    , 37.07872276462745 ,  7.0,  5.8, 0.008271, Marsabit                                                                       , KE-25
ken_soil_ph.664 , 1.9499176862523473   , 36.99146923506129 ,  7.0,  5.8, 0.00192 , Samburu                                                                        , KE-37
ken_soil_ph.666 , 1.9252249776414498   , 36.72014851847695 ,  7.8,  7.1, 0.007045, Samburu                                                                        , KE-37
ken_soil_ph.670 , 1.914113577943036    , 35.406416555419085,  8.3,  7.0, 0.002704, Turkana                                                                        , KE-43
ken_soil_ph.672 , 1.9367473326629883   , 36.033346034586465,  9.2,  8.2, 0.001468, Turkana                                                                        , KE-43
ken_soil_ph.673 , 1.9260683753435104   , 37.60553500717848 ,  8.0,  6.9, 0.001186, Marsabit                                                                       , KE-25
ken_soil_ph.675 , 1.8221372157094011   , 40.31789328621672 ,  6.4,  5.3, 0.014613, Wajir                                                                          , KE-46
ken_soil_ph.676 , 1.8845922302882834   , 36.11597759207575 ,  9.2,  8.2, 0.004293, Turkana                                                                        , KE-43
ken_soil_ph.677 , 1.9096314607797917   , 37.373930852100564,  8.3,  7.0, 0.005055, Marsabit                                                                       , KE-25
ken_soil_ph.680 , 1.7534383971586898   , 37.6340902782269  ,  7.9,  7.2, 0.039939, Marsabit                                                                       , KE-25
ken_soil_ph.681 , 1.82105549136519     , 36.38100299313146 ,  8.0,  6.9, 0.017459, Turkana                                                                        , KE-43
ken_soil_ph.683 , 1.531570920778045    , 40.65877975585962 ,  6.4,  5.3, 0.201541, Wajir                                                                          , KE-46
ken_soil_ph.684 , 1.823815952489355    , 37.269261665501475,  7.0,  5.8, 0.012511, Marsabit                                                                       , KE-25
ken_soil_ph.685 , 1.897750363630551    , 36.211594825997494,  9.2,  8.2, 0.001613, Turkana                                                                        , KE-43
ken_soil_ph.688 , 1.7980962180436872   , 38.887863584479604,  8.0,  6.9, 0.042004, Isiolo                                                                         , KE-09
ken_soil_ph.689 , 1.8588367233084426   , 36.17829825867033 ,  8.0,  6.9, 0.00191 , Turkana                                                                        , KE-43
ken_soil_ph.690 , 1.5993297264824569   , 35.04538607464496 ,  5.8,  4.6, 0.094384, West Pokot                                                                     , KE-47
ken_soil_ph.692 , 1.8267268185584238   , 36.97177631527952 ,  7.0,  5.8, 0.004273, Samburu                                                                        , KE-37
ken_soil_ph.693 , 1.728975752017986    , 36.4652363192832  ,  5.3,  4.0, 0.01353 , Turkana                                                                        , KE-43
ken_soil_ph.694 , 1.7890056397200313   , 35.88670132778945 ,  7.7,  6.9, 0.011452, Turkana                                                                        , KE-43
ken_soil_ph.696 , 1.7705077305790746   , 40.81843702493807 ,  6.4,  5.3, 0.005487, Wajir                                                                          , KE-46
ken_soil_ph.697 , 1.8505604735545234   , 37.392231370228984,  8.3,  7.0, 0.002303, Marsabit                                                                       , KE-25
ken_soil_ph.699 , 1.8200955275159383   , 37.55655160057572 ,  8.3,  7.0, 0.009133, Marsabit                                                                       , KE-25
ken_soil_ph.701 , 1.8340290631178882   , 37.64793002587235 ,  7.8,  6.6, 0.001213, Marsabit                                                                       , KE-25
ken_soil_ph.705 , 1.7977446905402301   , 40.984281501263574,  6.4,  4.8, 0.002093, Wajir                                                                          , KE-46
ken_soil_ph.708 , 1.7117197461708542   , 38.39312728963247 ,  8.0,  6.9, 0.026468, Isiolo                                                                         , KE-09
ken_soil_ph.710 , 1.5761103668902394   , 37.84834562979689 ,  8.0,  6.9, 0.027633, Marsabit                                                                       , KE-25
ken_soil_ph.712 , 1.7331922612877955   , 36.70578589975591 ,  7.8,  7.1, 0.005439, Samburu                                                                        , KE-37
ken_soil_ph.713 , 1.7600033246610496   , 35.27662740092007 ,  7.0,  5.8, 0.002582, West Pokot                                                                     , KE-47
ken_soil_ph.714 , 1.778563389154806    , 37.539932803084824,  7.8,  6.6, 0.00439 , Marsabit                                                                       , KE-25
ken_soil_ph.717 , 1.7723516115134048   , 35.58185100093682 ,  8.3,  7.0, 0.004595, West Pokot                                                                     , KE-47
ken_soil_ph.718 , 1.763416706309557    , 37.43986798133556 ,  7.0,  5.8, 0.003532, Marsabit                                                                       , KE-25
ken_soil_ph.719 , 1.6862775603723783   , 35.39429046718683 ,  5.3,  4.3, 0.018826, West Pokot                                                                     , KE-47
ken_soil_ph.722 , 1.6854278889283658   , 40.10770506376536 ,  8.2,  7.2, 0.020396, Wajir                                                                          , KE-46
ken_soil_ph.723 , 1.6751422929530524   , 37.37080521589158 ,  7.8,  6.6, 0.014355, Samburu                                                                        , KE-37
ken_soil_ph.725 , 1.6699095787118479   , 40.979987260620284,  6.4,  5.3, 0.007462, Wajir                                                                          , KE-46
ken_soil_ph.729 , 1.5525062905783802   , 35.165206801049706,  7.0,  5.8, 0.019812, West Pokot                                                                     , KE-47
ken_soil_ph.730 , 1.5565475721864155   , 35.070265754256965,  7.9,  7.2, 0.006541, West Pokot                                                                     , KE-47
ken_soil_ph.732 , 1.638582753698522    , 37.731780469299586,  7.8,  6.6, 0.007269, Marsabit                                                                       , KE-25
ken_soil_ph.734 , 1.6701665413985947   , 37.77968565690039 ,  8.3,  7.0, 0.005601, Marsabit                                                                       , KE-25
ken_soil_ph.736 , 1.6471945457570079   , 35.504290178109244,  7.0,  5.8, 0.003338, West Pokot                                                                     , KE-47
ken_soil_ph.738 , 1.650639171392871    , 37.658449171194135,  8.3,  7.0, 0.010675, Marsabit                                                                       , KE-25
ken_soil_ph.739 , 1.6713763421587786   , 38.1614471141433  ,  7.9,  7.2, 0.008061, Marsabit                                                                       , KE-25
ken_soil_ph.741 , 1.708456918907721    , 39.94884062444282 ,  8.2,  7.2, 0.001453, Wajir                                                                          , KE-46
ken_soil_ph.743 , 1.6479699000214576   , 37.4555021456805  ,  8.0,  6.9, 0.005414, Marsabit                                                                       , KE-25
ken_soil_ph.745 , 1.640769297633451    , 37.602942688526994,  8.0,  6.9, 0.006793, Marsabit                                                                       , KE-25
ken_soil_ph.749 , 1.5142556054890193   , 36.74195224985966 ,  4.8,  3.9, 0.033319, Samburu                                                                        , KE-37
ken_soil_ph.750 , 1.644966065707019    , 39.22636669560872 ,  7.8,  6.9, 0.005563, Isiolo                                                                         , KE-09
ken_soil_ph.751 , 1.406213504195343    , 39.94022871259495 ,  6.4,  4.8, 0.04625 , Wajir                                                                          , KE-46
ken_soil_ph.753 , 1.631537953263252    , 35.52793005292404 ,  8.3,  7.0, 0.002618, West Pokot                                                                     , KE-47
ken_soil_ph.758 , 1.6234207782581842   , 38.98199692038585 ,  8.0,  6.9, 0.003538, Isiolo                                                                         , KE-09
ken_soil_ph.760 , 1.576063029048386    , 35.14747650239913 ,  5.8,  4.6, 0.006354, West Pokot                                                                     , KE-47
ken_soil_ph.761 , 1.5292873056900975   , 38.11997534700629 ,  7.9,  7.2, 0.02443 , Marsabit                                                                       , KE-25
ken_soil_ph.762 , 1.5731210137166922   , 39.05137197898568 ,  6.4,  4.8, 0.007781, Isiolo                                                                         , KE-09
ken_soil_ph.764 , 1.6025854514765387   , 37.28014510532459 ,  7.0,  5.8, 0.00339 , Samburu                                                                        , KE-37
ken_soil_ph.765 , 0.8672776692197809   , 40.11925144427971 ,  6.4,  5.3, 0.661134, Wajir                                                                          , KE-46
ken_soil_ph.769 , 1.5394261076302411   , 37.45503029215359 ,  7.8,  6.6, 0.011954, Marsabit                                                                       , KE-25
ken_soil_ph.770 , 1.5756516458241459   , 35.50677527151898 ,  7.1,  6.2, 0.001593, West Pokot                                                                     , KE-47
ken_soil_ph.777 , 1.4998394975881792   , 37.70082352262843 ,  7.8,  7.1, 0.023531, Marsabit                                                                       , KE-25
ken_soil_ph.779 , 1.5511219706322028   , 35.53172008829325 ,  8.8,  6.8, 0.001429, West Pokot                                                                     , KE-47
ken_soil_ph.781 , 1.3815996302962268   , 38.08054872870443 ,  8.0,  6.9, 0.035379, Isiolo                                                                         , KE-09
ken_soil_ph.789 , 1.4910897765272848   , 35.58613530523711 ,  7.1,  6.2, 0.014495, West Pokot                                                                     , KE-47
ken_soil_ph.792 , 1.0416701739395564   , 37.44119349329305 ,  7.0,  5.8, 0.093666, Samburu                                                                        , KE-37
ken_soil_ph.793 , 1.4738126484862983   , 35.47881456084234 ,  7.0,  5.8, 0.003686, West Pokot                                                                     , KE-47
ken_soil_ph.796 , 1.3871627385754928   , 35.81321008261215 ,  7.7,  6.9, 0.021817, Baringo                                                                        , KE-01
ken_soil_ph.798 , 1.490340429402105    , 38.1024255520809  ,  8.0,  6.9, 0.002586, Marsabit                                                                       , KE-25
ken_soil_ph.799 , 1.3486305902477242   , 36.176638715263316,  8.0,  6.9, 0.011583, Baringo                                                                        , KE-01
ken_soil_ph.800 , 1.4842006824041911   , 35.29559786306481 ,  7.0,  5.8, 0.002519, West Pokot                                                                     , KE-47
ken_soil_ph.801 , 1.1180868096741      , 36.14833262890741 ,  6.2,  5.7, 0.038758, Baringo                                                                        , KE-01
ken_soil_ph.802 , 1.4874055308023255   , 39.15897443930357 ,  6.4,  4.8, 0.001632, Isiolo                                                                         , KE-09
ken_soil_ph.804 , 1.4094903566864636   , 35.2263032061741  ,  5.9,  4.9, 0.015049, West Pokot                                                                     , KE-47
ken_soil_ph.806 , 1.4363460841623867   , 35.14668017623281 ,  7.9,  7.2, 0.001254, West Pokot                                                                     , KE-47
ken_soil_ph.807 , 1.3122458034791011   , 37.84230562413172 ,  8.0,  6.9, 0.012951, Isiolo                                                                         , KE-09
ken_soil_ph.808 , 1.439305011606568    , 35.58433595179904 ,  7.9,  7.2, 0.001088, West Pokot                                                                     , KE-47
ken_soil_ph.809 , 1.2965527580300646   , 39.90711655882442 ,  6.4,  4.8, 0.034292, Wajir                                                                          , KE-46
ken_soil_ph.810 , 1.4528417959811073   , 35.53677503875127 ,  8.8,  6.8, 0.001802, West Pokot                                                                     , KE-47
ken_soil_ph.811 , 1.4613241370921493   , 39.4392794348746  ,  6.4,  4.8, 0.001415, Wajir                                                                          , KE-46
ken_soil_ph.812 , 1.4602975488693077   , 38.565132729890216,  7.8,  7.1, 0.001856, Isiolo                                                                         , KE-09
ken_soil_ph.814 , 1.200503782349778    , 36.07070167122356 ,  7.6,  7.0, 0.027167, Baringo                                                                        , KE-01
ken_soil_ph.816 , 1.3938132648840826   , 35.65131263153253 ,  8.8,  6.8, 0.003165, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.817 , 1.4435519239519479   , 39.24653498415105 ,  6.4,  4.8, 0.002337, Isiolo                                                                         , KE-09
ken_soil_ph.818 , 1.026696277794879    , 35.57087259675176 ,  6.3,  5.4, 0.050615, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.819 , 1.4204374046880202   , 39.317761959103116,  6.4,  4.8, 0.002418, Isiolo                                                                         , KE-09
ken_soil_ph.820 , 0.9727462251723096   , 37.42547849547572 ,  6.7,  5.8, 0.170373, Samburu                                                                        , KE-37
ken_soil_ph.821 , 1.3160509129529494   , 34.931894715609985,  7.0,  5.8, 0.023674, Trans Nzoia                                                                    , KE-42
ken_soil_ph.822 , 1.284239387012136    , 37.8883557119796  ,  5.8,  4.4, 0.023416, Isiolo                                                                         , KE-09
ken_soil_ph.823 , 1.3081062108524846   , 35.94782508252769 ,  6.7,  5.2, 0.021443, Baringo                                                                        , KE-01
ken_soil_ph.824 , 1.228919430866647    , 36.58324743598153 ,  6.7,  5.2, 0.033164, Samburu                                                                        , KE-37
ken_soil_ph.825 , 1.197959533244531    , 35.701812335716625,  5.9,  4.9, 0.01123 , Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.830 , 1.3371994052454095   , 35.25635512236677 ,  7.0,  5.8, 0.005996, West Pokot                                                                     , KE-47
ken_soil_ph.831 , 0.9808724191494311   , 38.08342239230331 ,  7.8,  7.1, 0.370735, Samburu                                                                        , KE-37
ken_soil_ph.832 , 1.3700548829713184   , 36.37625293173455 ,  8.0,  6.9, 0.004118, Samburu                                                                        , KE-37
ken_soil_ph.834 , 1.2691207037059928   , 35.4857014154458  ,  5.1,  4.3, 0.013418, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.836 , 1.1920445075009818   , 36.876160636918776,  7.0,  5.8, 0.016451, Samburu                                                                        , KE-37
ken_soil_ph.837 , 1.1500387616129673   , 35.52541280808974 ,  5.3,  4.3, 0.047292, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.840 , 1.2730165978390213   , 38.04989420090472 ,  5.8,  4.4, 0.013147, Isiolo                                                                         , KE-09
ken_soil_ph.842 , 1.2819196799753003   , 38.67976323507501 ,  6.4,  5.3, 0.033557, Isiolo                                                                         , KE-09
ken_soil_ph.844 , 1.3157870744454427   , 38.25538431321054 ,  6.4,  5.3, 0.013132, Isiolo                                                                         , KE-09
ken_soil_ph.845 , 1.3589531600575384   , 39.36694170591606 ,  6.4,  4.8, 0.001928, Isiolo                                                                         , KE-09
ken_soil_ph.847 , 1.3338224696303518   , 36.7173577228975  ,  5.1,  4.3, 0.001777, Samburu                                                                        , KE-37
ken_soil_ph.848 , 1.3581932959847718   , 37.64178619233566 ,  5.8,  4.4, 0.000979, Samburu                                                                        , KE-37
ken_soil_ph.849 , 1.198358120061403    , 36.9715275304099  ,  6.7,  5.8, 0.034394, Samburu                                                                        , KE-37
ken_soil_ph.850 , 1.3312245384826633   , 36.8087630771315  ,  7.6,  7.0, 0.004033, Samburu                                                                        , KE-37
ken_soil_ph.851 , 1.258015448908264    , 35.81423721050467 ,  8.0,  6.9, 0.018792, Baringo                                                                        , KE-01
ken_soil_ph.854 , 1.2815533269440624   , 35.59336525495961 ,  5.1,  4.3, 0.006136, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.856 , 1.2964277644069326   , 35.031415761146356,  7.9,  7.2, 0.001058, West Pokot                                                                     , KE-47
ken_soil_ph.857 , 1.2746600080277422   , 39.63161679695732 ,  6.4,  4.8, 0.010447, Wajir                                                                          , KE-46
ken_soil_ph.858 , 0.9603602173009677   , 35.64171148710489 ,  7.0,  5.8, 0.020966, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.859 , 1.307726882812475    , 39.39538985641321 ,  6.4,  4.8, 0.000943, Isiolo                                                                         , KE-09
ken_soil_ph.860 , 1.2870703219533777   , 35.076833805437744,  8.3,  6.9, 0.002193, West Pokot                                                                     , KE-47
ken_soil_ph.862 , 1.274528470432126    , 35.37323187503119 ,  5.1,  4.3, 0.001322, West Pokot                                                                     , KE-47
ken_soil_ph.863 , 1.2392260277658136   , 35.123234431633506,  5.7,  4.6, 0.00771 , West Pokot                                                                     , KE-47
ken_soil_ph.864 , 1.2646893482156807   , 39.43379847258336 ,  6.4,  4.8, 0.00056 , Wajir                                                                          , KE-46
ken_soil_ph.865 , 1.2442097221032407   , 34.94115400968128 ,  8.3,  6.9, 0.005272, Trans Nzoia                                                                    , KE-42
ken_soil_ph.866 , 0.999618140822135    , 40.65981278751426 ,  6.4,  5.3, 0.108583, Wajir                                                                          , KE-46
ken_soil_ph.867 , 1.1001749290303864   , 35.31482332364552 ,  5.8,  4.8, 0.037718, West Pokot                                                                     , KE-47
ken_soil_ph.869 , 1.1384159289835494   , 35.401032690092805,  5.1,  4.3, 0.014508, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.872 , 1.1666170230649138   , 35.70477083766003 ,  7.9,  7.2, 0.002024, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.873 , 1.0204032430394552   , 35.10114722771699 ,  5.2,  4.5, 0.103012, West Pokot                                                                     , KE-47
ken_soil_ph.874 , 1.18229415371648     , 38.15055354505987 ,  6.7,  5.8, 0.002105, Isiolo                                                                         , KE-09
ken_soil_ph.875 , 1.191098040113032    , 35.80002722748868 ,  8.8,  6.8, 0.004827, Baringo                                                                        , KE-01
ken_soil_ph.877 , 1.2116085269239436   , 39.43655842018566 ,  6.4,  4.8, 0.000992, Wajir                                                                          , KE-46
ken_soil_ph.878 , 1.0123565198365692   , 34.78095781423935 ,  5.6,  5.0, 0.02466 , Trans Nzoia                                                                    , KE-42
ken_soil_ph.879 , 1.095558102592429    , 38.913534108048744,  7.9,  7.2, 0.03693 , Isiolo                                                                         , KE-09
ken_soil_ph.881 , 0.943205375049107    , 34.64884920759179 ,  4.5,  3.9, 0.055448, Bungoma                                                                        , KE-03
ken_soil_ph.884 , 1.0621183579905362   , 40.04964589073826 ,  6.4,  4.8, 0.020911, Wajir                                                                          , KE-46
ken_soil_ph.885 , 1.1001759941273364   , 36.37094931520403 ,  8.0,  6.9, 0.006396, Samburu                                                                        , KE-37
ken_soil_ph.887 , 1.143148011793168    , 39.53185709476212 ,  6.4,  4.8, 0.00337 , Wajir                                                                          , KE-46
ken_soil_ph.894 , 1.0615262762648674   , 35.74477697191916 ,  8.0,  6.9, 0.010944, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.896 , 0.9564014911545056   , 39.88486636907026 ,  6.4,  4.8, 0.061029, Wajir                                                                          , KE-46
ken_soil_ph.897 , 1.0537379995692848   , 38.509930407200905,  8.0,  6.9, 0.024743, Isiolo                                                                         , KE-09
ken_soil_ph.898 , 1.0703717469606155   , 38.32322199974873 ,  6.7,  5.8, 0.017336, Isiolo                                                                         , KE-09
ken_soil_ph.900 , 1.0506990694618277   , 35.1799122429736  ,  5.2,  4.5, 0.002951, West Pokot                                                                     , KE-47
ken_soil_ph.901 , 1.0921645044585693   , 36.642692574028985,  5.6,  5.1, 0.012445, Samburu                                                                        , KE-37
ken_soil_ph.902 , 1.1199475266785703   , 37.7683111478295  ,  5.8,  4.4, 0.000817, Samburu                                                                        , KE-37
ken_soil_ph.903 , 1.0862406162859057   , 35.022929338036285,  5.4,  4.3, 0.004888, West Pokot                                                                     , KE-47
ken_soil_ph.904 , 0.9101237526882545   , 36.00769511185268 ,  8.0,  6.9, 0.008923, Baringo                                                                        , KE-01
ken_soil_ph.905 , 1.1013720123693118   , 34.93135508622647 ,  5.2,  4.5, 0.00246 , Trans Nzoia                                                                    , KE-42
ken_soil_ph.907 , 0.5642190937818586   , 35.77917559376123 ,  6.7,  5.2, 0.138374, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.908 , 1.0116023292209293   , 40.77747471497922 ,  6.4,  4.8, 0.028433, Wajir                                                                          , KE-46
ken_soil_ph.909 , 1.0812729920584332   , 40.53178024658256 ,  6.4,  4.8, 0.007092, Wajir                                                                          , KE-46
ken_soil_ph.910 , 0.7435131088530652   , 36.243082241065935,  8.0,  6.5, 0.06412 , Baringo                                                                        , KE-01
ken_soil_ph.911 , 1.0587721281979203   , 36.13232728070585 ,  8.0,  6.9, 0.001702, Baringo                                                                        , KE-01
ken_soil_ph.912 , 1.0156198510130683   , 36.90019251732363 ,  5.1,  4.3, 0.006504, Samburu                                                                        , KE-37
ken_soil_ph.915 , 0.6776352392333044   , 36.716985193596194,  5.8,  4.7, 0.148649, Laikipia                                                                       , KE-20
ken_soil_ph.917 , 1.0074406396413993   , 35.331965986835044,  8.3,  6.9, 0.00704 , West Pokot                                                                     , KE-47
ken_soil_ph.918 , 1.0229421785419215   , 37.663518120147074,  5.8,  4.4, 0.003073, Samburu                                                                        , KE-37
ken_soil_ph.919 , 1.0528383479844492   , 39.64928258729837 ,  6.4,  4.8, 0.001149, Wajir                                                                          , KE-46
ken_soil_ph.924 , 0.9819316088549748   , 36.84208889317363 ,  7.0,  5.8, 0.006793, Laikipia                                                                       , KE-20
ken_soil_ph.925 , 1.0262043777597307   , 36.2340857833129  ,  8.0,  6.9, 0.003641, Samburu                                                                        , KE-37
ken_soil_ph.928 , 0.9766167649867266   , 34.898946262906016,  5.2,  4.5, 0.003008, Bungoma                                                                        , KE-03
ken_soil_ph.930 , 0.9239992802229454   , 38.59178899591952 ,  8.3,  7.2, 0.014666, Isiolo                                                                         , KE-09
ken_soil_ph.933 , 1.0070444271401446   , 34.85264829873115 ,  5.7,  0.0, 0.000543, Trans Nzoia                                                                    , KE-42
ken_soil_ph.935 , 1.0007661231962164   , 38.12907989488285 ,  6.7,  5.8, 0.001043, Isiolo                                                                         , KE-09
ken_soil_ph.937 , 0.6657945259650061   , 36.52856385257913 ,  5.6,  4.8, 0.094764, Baringo                                                                        , KE-01
ken_soil_ph.940 , 0.9341609635791203   , 37.86061997160259 ,  6.7,  5.8, 0.006861, Samburu                                                                        , KE-37
ken_soil_ph.941 , 0.949065577077855    , 38.53597344146142 ,  8.3,  7.0, 0.003345, Isiolo                                                                         , KE-09
ken_soil_ph.945 , 0.9774173711026891   , 37.68977368929718 ,  7.0,  5.8, 0.001482, Samburu                                                                        , KE-37
ken_soil_ph.947 , 0.9767184830843816   , 34.90580404578371 ,  5.6,  0.0, 0.00092 , Bungoma                                                                        , KE-03
ken_soil_ph.948 , 0.8983077635922875   , 35.54855466462767 ,  5.9,  5.5, 0.012943, Elgeyo-Marakwet                                                                , KE-05
ken_soil_ph.950 , 0.8968386292773848   , 34.832125163720846,  5.7,  0.0, 0.002891, Bungoma                                                                        , KE-03
ken_soil_ph.952 , 0.7838634941034459   , 34.802779978658144,  5.6,  0.0, 0.042462, Bungoma                                                                        , KE-03
ken_soil_ph.956 , 0.8272539667401011   , 37.788885230697154,  7.0,  5.8, 0.010656, Samburu                                                                        , KE-37
ken_soil_ph.957 , 0.8862729910090261   , 35.046403710491646,  5.2,  4.5, 0.003167, Uasin Gishu                                                                    , KE-44
