fid             , centroid_lat         , centroid_lon      , phaq, phkc, area    , county                                                                         , county_iso
ken_soil_ph.1   , 5.165039319246914    , 35.36799708697331 ,  8.0,  6.9, 0.220366, Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.2   , 5.101475256284636    , 35.674074945410055,  9.1,  8.1, 0.05905 , Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.3   , 5.05938047732152     , 35.82796910823764 ,  7.9,  7.2, 0.016689, ደቡብ ኢትዮጵያ ክልላዊ መንግስት South Ethiopia Regional State ولاية جنوب إثيوبيا الإقليمية, 
ken_soil_ph.5   , 5.016486189281491    , 35.01507700025764 ,  7.9,  7.2, 0.015205, Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.6   , 5.006009979571135    , 35.25431520885513 ,  7.7,  6.9, 0.004159, Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.7   , 4.59270187610315     , 35.653830452546494,  8.0,  6.9, 0.108965, Turkana                                                                        , KE-43
ken_soil_ph.11  , 4.729390166661495    , 35.01937566169312 ,  9.1,  8.1, 0.029   , Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.12  , 4.574337428079993    , 34.65618999562875 ,  9.1,  8.1, 0.156506, Turkana                                                                        , KE-43
ken_soil_ph.13  , 4.883181331085532    , 35.12685542204676 ,  7.7,  6.9, 0.011298, Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.14  , 4.674135572973799    , 35.09546904700415 ,  8.0,  6.9, 0.055064, Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.18  , 3.9459879822084436   , 35.22866601295756 ,  8.0,  6.9, 0.268425, Turkana                                                                        , KE-43
ken_soil_ph.20  , 4.014257082123868    , 35.52290135070004 ,  7.7,  6.9, 0.249088, Turkana                                                                        , KE-43
ken_soil_ph.25  , 4.6317774840571495   , 35.15560959328801 ,  9.2,  8.2, 0.002125, Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.26  , 4.182499571995748    , 34.90730455520339 ,  7.9,  7.2, 0.141568, Turkana                                                                        , KE-43
ken_soil_ph.27  , 4.508960422319226    , 34.57830359987716 ,  7.9,  7.2, 0.017708, Turkana                                                                        , KE-43
ken_soil_ph.30  , 4.404585313486013    , 34.4588676990141  ,  8.0,  6.9, 0.024248, Turkana                                                                        , KE-43
ken_soil_ph.31  , 4.388825390250375    , 34.38894666796699 ,  9.2,  8.2, 0.013223, Turkana                                                                        , KE-43
ken_soil_ph.32  , 4.353963337607701    , 34.30882257047151 ,  8.0,  6.9, 0.01389 , Turkana                                                                        , KE-43
ken_soil_ph.36  , 4.343587946570429    , 34.24980696638518 ,  7.9,  7.2, 0.007046, Turkana                                                                        , KE-43
ken_soil_ph.38  , 4.2748625935411635   , 34.17157995022592 ,  9.1,  8.1, 0.031632, Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.42  , 4.437536421529336    , 36.66863485192832 ,  8.5,  7.3, 0.000662, Marsabit                                                                       , KE-25
ken_soil_ph.44  , 4.118624364598469    , 36.36361526978203 ,  7.8,  7.0, 0.139502, Marsabit                                                                       , KE-25
ken_soil_ph.45  , 4.414402669680686    , 36.717194820234994,  9.0,  6.6, 0.002809, Marsabit                                                                       , KE-25
ken_soil_ph.46  , 4.3604074706466704   , 35.17194128396175 ,  9.2,  8.2, 0.005999, Turkana                                                                        , KE-43
ken_soil_ph.47  , 4.3493406979333855   , 34.169636019843   ,  7.9,  7.2, 0.004519, Eastern Equatoria الاستوائية الشرقية                                           , SS-EE
ken_soil_ph.48  , 4.355919505775988    , 35.03775678371232 ,  9.1,  8.1, 0.002415, Turkana                                                                        , KE-43
ken_soil_ph.53  , 4.135403760973623    , 34.245855508363356,  7.4,  5.5, 0.021051, Turkana                                                                        , KE-43
ken_soil_ph.56  , 4.154436063982041    , 35.20621316008589 ,  9.1,  8.1, 0.039752, Turkana                                                                        , KE-43
ken_soil_ph.60  , 3.9559378669447867   , 34.20475144239505 ,  8.5,  7.3, 0.053753, Turkana                                                                        , KE-43
ken_soil_ph.61  , 4.110298041750046    , 34.31061888872852 ,  7.9,  7.2, 0.014853, Turkana                                                                        , KE-43
ken_soil_ph.62  , 3.808864045822303    , 37.237292302639865,  7.8,  6.9, 0.015514, Marsabit                                                                       , KE-25
ken_soil_ph.64  , 4.1639355281813195   , 36.29270641524088 ,  7.6,  7.0, 0.005601, Marsabit                                                                       , KE-25
ken_soil_ph.65  , 4.050878187302976    , 34.4497234993578  ,  9.2,  8.2, 0.020788, Turkana                                                                        , KE-43
ken_soil_ph.66  , 4.100661398925828    , 34.713922435537405,  9.1,  8.1, 0.013718, Turkana                                                                        , KE-43
ken_soil_ph.70  , 3.9773685998820003   , 34.62492813016344 ,  8.0,  6.9, 0.044296, Turkana                                                                        , KE-43
ken_soil_ph.71  , 4.090158383169353    , 35.28525942793868 ,  7.7,  6.9, 0.006295, Turkana                                                                        , KE-43
ken_soil_ph.75  , 3.9158781704857604   , 36.90125171247254 ,  7.1,  5.1, 0.011804, Marsabit                                                                       , KE-25
ken_soil_ph.77  , 4.049858099663925    , 36.67663089200574 ,  7.1,  5.1, 0.001769, Marsabit                                                                       , KE-25
ken_soil_ph.81  , 4.017592802136245    , 36.34235113432138 ,  7.6,  7.0, 0.007114, Marsabit                                                                       , KE-25
ken_soil_ph.82  , 4.0545973057324405   , 36.05835805290686 ,  7.8,  7.0, 0.00023 , Turkana                                                                        , KE-43
ken_soil_ph.83  , 3.9975181308198007   , 35.071105967790075,  7.7,  6.9, 0.00903 , Turkana                                                                        , KE-43
ken_soil_ph.84  , 3.9747444571016532   , 34.3659378357246  ,  7.4,  5.5, 0.007244, Turkana                                                                        , KE-43
ken_soil_ph.86  , 3.6307315156488964   , 36.702398490394934,  7.1,  5.1, 0.017705, Marsabit                                                                       , KE-25
ken_soil_ph.88  , 3.816015207951639    , 35.14004477528336 ,  9.2,  8.2, 0.01405 , Turkana                                                                        , KE-43
ken_soil_ph.91  , 3.8800033850055424   , 35.294603717196956,  7.7,  6.9, 0.013956, Turkana                                                                        , KE-43
ken_soil_ph.93  , 3.8673015235890116   , 34.28836874107918 ,  6.7,  5.2, 0.009088, Turkana                                                                        , KE-43
ken_soil_ph.97  , 3.915436110181844    , 34.70398094791015 ,  7.9,  7.2, 0.003845, Turkana                                                                        , KE-43
ken_soil_ph.98  , 3.5974202061365124   , 40.16779878206054 ,  8.3,  7.2, 0.033185, Mandera                                                                        , KE-24
ken_soil_ph.99  , 3.8503779765540807   , 37.07953073708122 ,  7.8,  6.9, 0.003746, Marsabit                                                                       , KE-25
ken_soil_ph.103 , 3.8261045920919106   , 36.68192955312706 ,  7.1,  5.1, 0.003725, Marsabit                                                                       , KE-25
ken_soil_ph.108 , 3.742189580544814    , 36.36097081811895 ,  7.6,  7.0, 0.028365, Marsabit                                                                       , KE-25
ken_soil_ph.115 , 3.894313353122599    , 39.97423300426291 ,  7.0,  5.8, 0.000853, ሶማሌ ክልል Somali صومالى                                                          , ET-SO
ken_soil_ph.117 , 3.7982258200628913   , 34.88705044501859 ,  9.1,  8.1, 0.002378, Turkana                                                                        , KE-43
ken_soil_ph.118 , 3.829767349850289    , 34.546935937221   ,  7.7,  6.9, 0.005147, Turkana                                                                        , KE-43
ken_soil_ph.120 , 3.8641184966486946   , 39.88457627716903 ,  7.0,  5.8, 0.00104 , ሶማሌ ክልል Somali صومالى                                                          , ET-SO
ken_soil_ph.122 , 3.8380074823057306   , 34.97164792310356 ,  7.7,  6.9, 0.001267, Turkana                                                                        , KE-43
ken_soil_ph.127 , 3.8352468788668244   , 34.898687978602084,  7.7,  6.9, 0.001105, Turkana                                                                        , KE-43
ken_soil_ph.128 , 3.731377106528598    , 34.770367784846336,  8.0,  6.9, 0.017206, Turkana                                                                        , KE-43
ken_soil_ph.129 , 3.832057824837138    , 37.800076622185095,  7.0,  5.8, 0.000672, ኦሮሚያ ክልል Oromia أوروميا                                                        , ET-OR
ken_soil_ph.133 , 3.805370948820951    , 34.18775078455187 ,  6.7,  5.2, 0.000551, Kaabong                                                                        , UG-318
ken_soil_ph.134 , 3.754577276277113    , 36.630105786948135,  7.1,  5.1, 0.002271, Marsabit                                                                       , KE-25
ken_soil_ph.136 , 3.306670847789628    , 34.67292308781281 ,  7.7,  6.9, 0.13166 , Turkana                                                                        , KE-43
ken_soil_ph.137 , 3.7131107959185035   , 34.74491316564854 ,  9.2,  8.2, 0.008064, Turkana                                                                        , KE-43
ken_soil_ph.139 , 3.7736557358296725   , 34.5935026720315  ,  7.7,  6.9, 0.000504, Kaabong                                                                        , UG-318
ken_soil_ph.140 , 3.713118740348486    , 41.02626399972816 ,  8.6,  7.4, 0.007951, Mandera                                                                        , KE-24
ken_soil_ph.141 , 3.49193489749338     , 35.834373126399825,  8.0,  6.9, 0.016842, Turkana                                                                        , KE-43
ken_soil_ph.142 , 3.5201326329302227   , 37.741640263333885,  6.7,  5.5, 0.042741, Marsabit                                                                       , KE-25
ken_soil_ph.143 , 3.7264351360111045   , 37.05579713311939 ,  7.8,  6.9, 0.003158, Marsabit                                                                       , KE-25
ken_soil_ph.147 , 3.686854368992387    , 37.992847765175   ,  7.0,  5.8, 0.004119, Marsabit                                                                       , KE-25
ken_soil_ph.149 , 3.6698286245690444   , 34.93029473904212 ,  9.2,  8.2, 0.00469 , Turkana                                                                        , KE-43
ken_soil_ph.150 , 3.6765638230653472   , 36.753193306206214,  7.1,  5.1, 0.00145 , Marsabit                                                                       , KE-25
ken_soil_ph.151 , 3.691962366825517    , 34.45019952470385 ,  6.7,  5.2, 0.002252, Kaabong                                                                        , UG-318
ken_soil_ph.156 , 3.6528527582474486   , 39.77309926782037 ,  7.0,  5.8, 0.002027, ሶማሌ ክልል Somali صومالى                                                          , ET-SO
ken_soil_ph.157 , 3.6272319008080562   , 39.89999955996404 ,  7.0,  5.8, 0.010433, Mandera                                                                        , KE-24
ken_soil_ph.160 , 3.596142332089405    , 35.022674836658624,  7.7,  6.9, 0.016382, Turkana                                                                        , KE-43
ken_soil_ph.161 , 3.618277009180055    , 36.77453031573149 ,  7.1,  5.1, 0.001608, Marsabit                                                                       , KE-25
ken_soil_ph.163 , 3.587409518305785    , 34.58802812415605 ,  8.0,  6.9, 0.007218, Kaabong                                                                        , UG-318
ken_soil_ph.169 , 3.5622032198595206   , 38.066745315105415,  8.2,  6.5, 0.015276, Marsabit                                                                       , KE-25
ken_soil_ph.170 , 3.5589882751312274   , 37.08767095337617 ,  8.0,  6.9, 0.014811, Marsabit                                                                       , KE-25
ken_soil_ph.173 , 3.603044478522922    , 38.10147651487904 ,  7.0,  5.8, 0.002769, Marsabit                                                                       , KE-25
ken_soil_ph.174 , 3.631105141609044    , 38.53000329618661 ,  6.1,  5.4, 0.000947, Marsabit                                                                       , KE-25
ken_soil_ph.175 , 3.5639194355518073   , 34.88333945385582 ,  8.0,  6.9, 0.005525, Turkana                                                                        , KE-43
ken_soil_ph.176 , 3.6027479266846236   , 38.54344754817207 ,  7.0,  5.8, 0.002683, Marsabit                                                                       , KE-25
ken_soil_ph.179 , 3.607248625784367    , 38.68843635145724 ,  6.1,  5.4, 0.000643, ኦሮሚያ ክልል Oromia أوروميا                                                        , ET-OR
ken_soil_ph.183 , 3.5899521929346756   , 39.70737259572641 ,  7.0,  5.8, 0.001806, ሶማሌ ክልል Somali صومالى                                                          , ET-SO
ken_soil_ph.187 , 3.541487850576454    , 38.63570351541247 ,  7.0,  5.8, 0.005236, ኦሮሚያ ክልል Oromia أوروميا                                                        , ET-OR
ken_soil_ph.189 , 3.389272834778322    , 34.495587198495166,  8.5,  7.3, 0.030621, Kaabong                                                                        , UG-318
ken_soil_ph.194 , 3.523404152396919    , 35.63846931813349 ,  8.0,  6.9, 0.007723, Turkana                                                                        , KE-43
ken_soil_ph.200 , 3.3775962540297813   , 36.962585175729416,  8.2,  6.9, 0.086776, Marsabit                                                                       , KE-25
ken_soil_ph.202 , 3.544185694473314    , 35.875295307656046,  9.0,  6.6, 0.0017  , Turkana                                                                        , KE-43
ken_soil_ph.207 , 3.509737907693301    , 38.23707154820978 ,  7.0,  5.8, 0.00256 , Marsabit                                                                       , KE-25
ken_soil_ph.208 , 3.451174175839663    , 37.73824932227982 ,  5.0,  4.5, 0.015744, Marsabit                                                                       , KE-25
ken_soil_ph.210 , 3.5146859413547977   , 35.26571728880697 ,  8.8,  6.8, 0.00267 , Turkana                                                                        , KE-43
ken_soil_ph.211 , 3.4843936996201714   , 34.75731379366879 ,  8.0,  6.9, 0.010634, Turkana                                                                        , KE-43
ken_soil_ph.212 , 3.526370283074246    , 38.558520173367214,  7.0,  5.8, 0.000502, Marsabit                                                                       , KE-25
ken_soil_ph.215 , 3.2898142795016923   , 37.22152756419029 ,  9.8,  8.5, 0.049846, Marsabit                                                                       , KE-25
ken_soil_ph.218 , 3.5006457677661778   , 39.04547452301617 ,  6.1,  5.4, 0.002663, ኦሮሚያ ክልል Oromia أوروميا                                                        , ET-OR
ken_soil_ph.220 , 3.4778160506086815   , 34.444731456805336,  6.7,  5.2, 0.002154, Kaabong                                                                        , UG-318
ken_soil_ph.221 , 3.416562568192255    , 35.47063020521124 ,  8.8,  6.8, 0.026412, Turkana                                                                        , KE-43
ken_soil_ph.225 , 3.3841265920693524   , 39.60238875374119 ,  7.0,  5.8, 0.010904, Wajir                                                                          , KE-46
ken_soil_ph.226 , 3.435624348835012    , 39.23383941519674 ,  7.0,  5.8, 0.011325, ኦሮሚያ ክልል Oromia أوروميا                                                        , ET-OR
ken_soil_ph.227 , 3.372654317671485    , 35.306786965525525,  8.3,  7.0, 0.036694, Turkana                                                                        , KE-43
ken_soil_ph.230 , 3.495191231428078    , 36.06314883236103 ,  7.8,  7.0, 0.000267, Turkana                                                                        , KE-43
ken_soil_ph.231 , 3.459884332930448    , 35.64037056890163 ,  7.8,  6.9, 0.003924, Turkana                                                                        , KE-43
ken_soil_ph.234 , 3.4574009549152813   , 38.79987187644693 ,  7.0,  5.8, 0.002925, ኦሮሚያ ክልል Oromia أوروميا                                                        , ET-OR
ken_soil_ph.236 , 3.0939913881393704   , 38.65103589162649 ,  7.8,  6.9, 0.017732, Marsabit                                                                       , KE-25
ken_soil_ph.237 , 3.4130467204151573   , 39.06377510235597 ,  7.0,  5.8, 0.00908 , ኦሮሚያ ክልል Oromia أوروميا                                                        , ET-OR
ken_soil_ph.238 , 3.3585951768271434   , 35.661611041005436,  8.3,  7.0, 0.016956, Turkana                                                                        , KE-43
ken_soil_ph.241 , 3.390280939789449    , 39.81275197937553 ,  7.0,  5.8, 0.009175, Wajir                                                                          , KE-46
ken_soil_ph.244 , 3.3716500645683074   , 37.111061108786906,  8.6,  7.4, 0.015237, Marsabit                                                                       , KE-25
ken_soil_ph.246 , 3.3097055919708684   , 39.45571137359501 ,  7.0,  5.8, 0.021448, Wajir                                                                          , KE-46
ken_soil_ph.248 , 3.272734768656331    , 37.32832812862868 ,  8.6,  7.4, 0.017434, Marsabit                                                                       , KE-25
ken_soil_ph.249 , 2.6984098167512633   , 35.50131450874848 ,  7.9,  7.2, 0.081044, Turkana                                                                        , KE-43
ken_soil_ph.251 , 3.4162072913257537   , 37.389807916461045,  9.2,  8.2, 0.004305, Marsabit                                                                       , KE-25
ken_soil_ph.253 , 3.4018290009255576   , 35.68196720144055 ,  8.0,  6.9, 0.001283, Turkana                                                                        , KE-43
ken_soil_ph.256 , 3.3842837042469274   , 39.34905650105427 ,  8.2,  7.0, 0.001724, Marsabit                                                                       , KE-25
ken_soil_ph.258 , 3.375758438042442    , 40.20290671891169 ,  7.0,  5.8, 0.002188, Mandera                                                                        , KE-24
ken_soil_ph.263 , 3.328842608299104    , 37.4450024652019  ,  9.2,  8.2, 0.014483,                                                                                , 
ken_soil_ph.267 , 3.251750738446937    , 36.347808659760794,  7.6,  7.0, 0.033998, Marsabit                                                                       , KE-25
ken_soil_ph.268 , 3.147227183147047    , 38.10682651514981 ,  7.8,  6.9, 0.007837, Marsabit                                                                       , KE-25
ken_soil_ph.272 , 3.3620079864483503   , 40.03107042504214 ,  7.0,  5.8, 0.001437, Wajir                                                                          , KE-46
ken_soil_ph.273 , 3.334344468005059    , 38.38235315365967 ,  7.0,  5.8, 0.003463, Marsabit                                                                       , KE-25
ken_soil_ph.274 , 3.259232785095356    , 35.54157032859619 ,  7.7,  6.9, 0.026567, Turkana                                                                        , KE-43
ken_soil_ph.276 , 3.238314831524158    , 34.48150324141932 ,  6.7,  5.2, 0.004551, Kaabong                                                                        , UG-318
ken_soil_ph.278 , 3.334311569742414    , 38.7060116105046  ,  7.0,  5.8, 0.002222, Marsabit                                                                       , KE-25
ken_soil_ph.283 , 3.172719472482692    , 35.272977265881934,  8.3,  7.0, 0.057744, Turkana                                                                        , KE-43
ken_soil_ph.291 , 2.3499275118532905   , 39.30165034731674 ,  9.2,  7.6, 0.470135, Wajir                                                                          , KE-46
ken_soil_ph.293 , 3.0638099179874962   , 38.32862358165734 ,  8.2,  6.5, 0.124644, Marsabit                                                                       , KE-25
ken_soil_ph.296 , 3.1750366152860945   , 38.01406138639044 ,  7.8,  6.9, 0.004016, Marsabit                                                                       , KE-25
ken_soil_ph.299 , 3.289195862203307    , 39.05806072806405 ,  7.0,  5.8, 0.000871, Marsabit                                                                       , KE-25
ken_soil_ph.301 , 3.2068175068715474   , 35.72527169095078 ,  8.4,  6.7, 0.024104, Turkana                                                                        , KE-43
ken_soil_ph.303 , 3.0161763725158752   , 38.91765333305391 ,  7.8,  6.9, 0.016759, Marsabit                                                                       , KE-25
ken_soil_ph.304 , 3.2444787283919503   , 37.4357363674293  ,  9.2,  8.2, 0.004737,                                                                                , 
ken_soil_ph.305 , 3.19307608011695     , 35.17196889110727 ,  8.8,  6.8, 0.009023, Turkana                                                                        , KE-43
ken_soil_ph.309 , 3.184178145935033    , 35.98886410679777 ,  8.5,  7.3, 0.025732, Turkana                                                                        , KE-43
ken_soil_ph.311 , 3.0194937392846763   , 38.02769364750368 ,  8.2,  6.5, 0.072879, Marsabit                                                                       , KE-25
ken_soil_ph.320 , 3.2256126836768413   , 39.9067065839399  ,  7.0,  5.8, 0.005309, Wajir                                                                          , KE-46
ken_soil_ph.325 , 3.1045057583482345   , 36.80295523077739 ,  8.2,  6.9, 0.013157, Marsabit                                                                       , KE-25
ken_soil_ph.329 , 3.0568964343953424   , 35.39352686018317 ,  8.4,  6.7, 0.021497, Turkana                                                                        , KE-43
ken_soil_ph.330 , 3.176194328071386    , 37.13795081289848 ,  9.2,  8.2, 0.001974, Marsabit                                                                       , KE-25
ken_soil_ph.331 , 3.1472568286437603   , 39.62435153577784 ,  7.0,  5.8, 0.004431, Wajir                                                                          , KE-46
ken_soil_ph.333 , 3.1421637050815314   , 37.484056396956134,  9.2,  8.2, 0.007539,                                                                                , 
ken_soil_ph.339 , 2.5127496815930597   , 40.70739583929447 ,  7.8,  7.4, 0.08234 , Mandera                                                                        , KE-24
ken_soil_ph.341 , 3.1325322295014755   , 36.82866060062372 ,  7.8,  6.9, 0.002169, Marsabit                                                                       , KE-25
ken_soil_ph.342 , 3.105063740861494    , 37.0227186440678  ,  9.2,  8.2, 0.00459 , Marsabit                                                                       , KE-25
ken_soil_ph.347 , 2.3817785983420596   , 40.67291710639782 ,  7.8,  7.4, 0.089736, Mandera                                                                        , KE-24
ken_soil_ph.348 , 3.1278663708895884   , 35.83004659174906 ,  8.4,  6.7, 0.00209 , Turkana                                                                        , KE-43
ken_soil_ph.349 , 3.064364336339898    , 35.48794742621765 ,  8.4,  6.7, 0.009833, Turkana                                                                        , KE-43
ken_soil_ph.350 , 3.0516840831721104   , 35.75413871330208 ,  9.1,  8.1, 0.034902, Turkana                                                                        , KE-43
ken_soil_ph.351 , 3.0662670070495017   , 35.94464148386115 ,  8.5,  7.3, 0.009066, Turkana                                                                        , KE-43
ken_soil_ph.354 , 2.9718623383056406   , 36.573502705714866,  7.8,  7.0, 0.02649 , Marsabit                                                                       , KE-25
ken_soil_ph.356 , 2.953020435965812    , 37.4211052711226  ,  9.8,  8.5, 0.039776, Marsabit                                                                       , KE-25
ken_soil_ph.359 , 3.0508769700584404   , 36.11493879569215 ,  8.5,  7.3, 0.002207, Turkana                                                                        , KE-43
ken_soil_ph.360 , 2.939231526417478    , 37.105708715209545,  6.7,  5.5, 0.021215, Marsabit                                                                       , KE-25
ken_soil_ph.362 , 3.0671818126159183   , 35.74258411442284 ,  8.5,  7.3, 0.001363, Turkana                                                                        , KE-43
ken_soil_ph.364 , 2.636418958812973    , 36.16702563313254 ,  9.0,  6.6, 0.031931, Turkana                                                                        , KE-43
ken_soil_ph.365 , 3.005140294120698    , 35.102289434944396,  7.7,  6.9, 0.00535 , Turkana                                                                        , KE-43
ken_soil_ph.366 , 2.933528595804626    , 34.659660506235966,  8.5,  7.3, 0.009827, Turkana                                                                        , KE-43
ken_soil_ph.367 , 2.9423939801782666   , 35.180210918097444,  8.0,  6.9, 0.023813, Turkana                                                                        , KE-43
ken_soil_ph.368 , 2.560515627651176    , 35.75367383203382 ,  8.3,  7.0, 0.129902, Turkana                                                                        , KE-43
ken_soil_ph.369 , 2.988933449604121    , 38.75485662068903 ,  7.0,  5.8, 0.006368, Marsabit                                                                       , KE-25
ken_soil_ph.371 , 2.228590120944143    , 35.61976065948599 ,  8.8,  6.8, 0.311346, Turkana                                                                        , KE-43
ken_soil_ph.372 , 2.9740060460873696   , 37.280784281663884,  9.1,  8.1, 0.003612, Marsabit                                                                       , KE-25
ken_soil_ph.374 , 2.760893843844373    , 37.212408174167244,  7.9,  7.2, 0.023525, Marsabit                                                                       , KE-25
ken_soil_ph.375 , 2.99188371929443     , 39.326109594039735,  7.0,  5.8, 0.001831, Wajir                                                                          , KE-46
ken_soil_ph.377 , 2.8402682399821106   , 39.695433416075254,  7.0,  5.8, 0.020128, Wajir                                                                          , KE-46
ken_soil_ph.380 , 2.899403782174273    , 37.37948389998331 ,  9.1,  8.1, 0.006331, Marsabit                                                                       , KE-25
ken_soil_ph.381 , 2.9651247566447494   , 35.4925960276008  ,  8.3,  7.0, 0.001447, Turkana                                                                        , KE-43
ken_soil_ph.384 , 2.9521847768551095   , 35.28532128217971 ,  8.8,  6.8, 0.00275 , Turkana                                                                        , KE-43
ken_soil_ph.385 , 2.618174739592787    , 35.92115643185628 ,  7.7,  6.9, 0.052292, Turkana                                                                        , KE-43
ken_soil_ph.387 , 2.76887794528409     , 36.10889949421865 ,  8.2,  6.9, 0.059772, Turkana                                                                        , KE-43
ken_soil_ph.389 , 2.865304670915671    , 40.91158131158653 ,  8.2,  7.2, 0.042556, Mandera                                                                        , KE-24
ken_soil_ph.390 , 2.962494830937808    , 41.10447386938452 ,  8.2,  7.2, 0.001061, Gedo جدو                                                                       , 
ken_soil_ph.392 , 2.8761863128818765   , 36.25897922000217 ,  8.5,  7.3, 0.014631, Marsabit                                                                       , KE-25
ken_soil_ph.393 , 2.176121057557177    , 39.49799352095272 ,  8.3,  7.2, 0.053544, Wajir                                                                          , KE-46
ken_soil_ph.394 , 2.83707553988872     , 36.7161062155084  ,  8.2,  6.9, 0.011631, Marsabit                                                                       , KE-25
ken_soil_ph.395 , 2.9124764227078      , 35.81246866619108 ,  8.2,  6.9, 0.004347, Turkana                                                                        , KE-43
ken_soil_ph.396 , 2.873384249502977    , 34.988945795194546,  7.7,  6.9, 0.013657, Turkana                                                                        , KE-43
ken_soil_ph.398 , 2.9182422275637188   , 37.62992506244366 ,  8.2,  6.9, 0.00333 , Marsabit                                                                       , KE-25
ken_soil_ph.399 , 2.9048511636074807   , 38.703534649667695,  8.2,  6.5, 0.006466, Marsabit                                                                       , KE-25
ken_soil_ph.401 , 2.7988620468259953   , 37.594166761323706,  9.8,  8.5, 0.024909, Marsabit                                                                       , KE-25
ken_soil_ph.403 , 2.87529015437488     , 38.59753934224573 ,  8.2,  6.5, 0.011862, Marsabit                                                                       , KE-25
ken_soil_ph.406 , 2.827443994696633    , 37.64698256878627 ,  8.6,  7.4, 0.007329, Marsabit                                                                       , KE-25
ken_soil_ph.407 , 2.8548585597119565   , 36.17883075293702 ,  8.5,  7.3, 0.006413, Turkana                                                                        , KE-43
ken_soil_ph.410 , 2.754292371704953    , 37.44623497608384 ,  8.0,  6.9, 0.038688, Marsabit                                                                       , KE-25
ken_soil_ph.412 , 2.8351308708531833   , 39.4803690137942  ,  9.2,  7.6, 0.003964, Wajir                                                                          , KE-46
ken_soil_ph.413 , 2.876349295791854    , 37.71777749267483 ,  7.4,  6.4, 0.00329 , Marsabit                                                                       , KE-25
ken_soil_ph.416 , 2.877117223305463    , 37.23765607240194 ,  8.0,  6.9, 0.001418, Marsabit                                                                       , KE-25
ken_soil_ph.417 , 2.7106031960348838   , 36.93420876799919 ,  6.7,  5.5, 0.039771, Marsabit                                                                       , KE-25
ken_soil_ph.418 , 2.757147421255323    , 35.184563335773944,  8.4,  6.7, 0.049283, Turkana                                                                        , KE-43
ken_soil_ph.423 , 2.769182015931277    , 34.96438176531245 ,  8.5,  7.3, 0.022035, Turkana                                                                        , KE-43
ken_soil_ph.425 , 2.8088784171714742   , 36.342662784302284,  7.7,  6.9, 0.005345, Marsabit                                                                       , KE-25
ken_soil_ph.427 , 2.7923477475940204   , 35.29966711917848 ,  8.5,  7.3, 0.011418, Turkana                                                                        , KE-43
ken_soil_ph.428 , 2.840820914647828    , 35.21616825159644 ,  8.5,  7.3, 0.000815, Turkana                                                                        , KE-43
ken_soil_ph.430 , 2.836576872298181    , 34.77702495173558 ,  7.7,  6.9, 0.000865, Turkana                                                                        , KE-43
ken_soil_ph.431 , 2.630083330099995    , 34.96315734438934 ,  7.0,  5.8, 0.036143, Turkana                                                                        , KE-43
ken_soil_ph.433 , 2.689124916049034    , 37.91082383905379 ,  9.2,  8.2, 0.010392, Marsabit                                                                       , KE-25
ken_soil_ph.434 , 2.786320825371162    , 35.12389163164089 ,  8.5,  7.3, 0.00351 , Turkana                                                                        , KE-43
ken_soil_ph.439 , 2.7929359885956795   , 37.72444550893988 ,  7.4,  6.4, 0.003257, Marsabit                                                                       , KE-25
ken_soil_ph.441 , 2.622069815106903    , 39.538454606050074,  8.3,  7.2, 0.006892, Wajir                                                                          , KE-46
ken_soil_ph.445 , 2.7217435589970065   , 35.86696255221336 ,  8.0,  6.9, 0.004696, Turkana                                                                        , KE-43
ken_soil_ph.447 , 2.707966951808616    , 35.41043331689771 ,  8.3,  7.0, 0.003626, Turkana                                                                        , KE-43
ken_soil_ph.448 , 2.5528785660391464   , 39.49330653985711 ,  9.2,  7.6, 0.041173, Wajir                                                                          , KE-46
ken_soil_ph.449 , 2.775581464345302    , 37.69415440949309 ,  8.2,  6.9, 0.001011, Marsabit                                                                       , KE-25
ken_soil_ph.450 , 2.6742180944828875   , 37.1001093457916  ,  9.2,  8.2, 0.02002 , Marsabit                                                                       , KE-25
ken_soil_ph.451 , 2.6515977362552428   , 36.06035920640206 ,  9.2,  8.2, 0.009256, Turkana                                                                        , KE-43
ken_soil_ph.452 , 2.6220453533127084   , 36.33069298404366 ,  8.0,  6.9, 0.015653, Marsabit                                                                       , KE-25
ken_soil_ph.453 , 2.758692151644217    , 39.48208929910598 ,  7.0,  5.8, 0.001991, Wajir                                                                          , KE-46
ken_soil_ph.455 , 2.7349326441683064   , 36.78439225081322 ,  9.2,  8.2, 0.008904, Marsabit                                                                       , KE-25
ken_soil_ph.456 , 2.657098134217411    , 38.09900843514346 ,  9.2,  8.2, 0.008925, Marsabit                                                                       , KE-25
